Frames,CPU_freq,CPU_cores_percent,memory,cache_miss,instructions,cycles,temperature,swap,core_demands,RAM_demands,cpi,time
160,1600,1.4,70,14312170,1762829661,1343780947,27.8,34708,1.4,90,0.762286327,16.56289442
160,1600,1.4,75,13719441,1760461269,1328752868,27.8,18176,1.4,90,0.754775405,15.498166
160,1600,1.4,80,13816062,1760762416,1322316230,27.8,10040,1.4,90,0.750990717,15.2940514
160,1600,1.4,85,13313311,1760253601,1321078372,27.8,17164,1.4,90,0.75050457,15.21868116
160,1600,1.4,90,13877353,1759859056,1327784607,27.8,0,1.4,90,0.754483493,14.88156709
160,1600,1.6,70,14386431,1759949351,1340284234,27.8,47836,1.4,90,0.761547049,16.06073382
160,1600,1.6,75,13576401,1760684441,1322659521,27.8,17420,1.4,90,0.751218952,15.5064019
160,1600,1.6,80,13781536,1760330369,1321403281,27.8,22648,1.4,90,0.750656413,15.29125908
160,1600,1.6,85,13660375,1762267000,1324104740,27.8,17492,1.4,90,0.75136443,14.76970704
160,1600,1.6,90,13337019,1759520643,1327354222,27.8,0,1.4,90,0.754384001,14.26173242
160,2000,0.2,70,18611490,1782839680,1422410475,27.8,36768,1.4,90,0.797834203,63.01103072
160,2000,0.2,75,18566243,1778635160,1427364077,27.8,21616,1.4,90,0.802505263,61.84744828
160,2000,0.2,80,18238729,1782032615,1420965655,27.8,16988,1.4,90,0.797384763,62.12083373
160,2000,0.2,85,18691140,1778963439,1419625999,27.8,5132,1.4,90,0.798007406,61.94299658
160,2000,0.2,90,18155666,1779330234,1419392080,27.8,0,1.4,90,0.797711438,61.39445421
160,2000,0.4,70,15537593,1768312369,1370636114,27.8,45524,1.4,90,0.775109725,33.888219
160,2000,0.4,75,15634569,1769813587,1374941691,27.8,35840,1.4,90,0.776885035,33.3417573
160,2000,0.4,80,15641212,1768651918,1371342328,27.8,10764,1.4,90,0.775360213,33.33878732
160,2000,0.4,85,16097755,1766883823,1399429418,27.8,5132,1.4,90,0.792032504,33.31288554
160,2000,0.4,90,17317077,1770273002,1404746744,27.8,0,1.4,90,0.793519837,36.24936293
160,2000,0.6,70,14264771,1766228929,1348602193,27.8,36768,1.4,90,0.763548921,24.6171703
160,2000,0.6,75,14526836,1760911726,1347663598,27.8,24428,1.4,90,0.765321497,23.56958737
160,2000,0.6,80,14540805,1761454427,1348550255,27.8,19816,1.4,90,0.765589069,23.78179614
160,2000,0.6,85,14310341,1760513608,1355179911,27.8,19828,1.4,90,0.769763951,24.15606745
160,2000,0.6,90,14665111,1760149816,1350158787,27.8,2076,1.4,90,0.767070379,24.46490732
160,2000,0.8,70,13612343,1759501143,1333395512,27.8,37536,1.4,90,0.757825886,19.52230928
160,2000,0.8,75,13418251,1761038104,1335652308,27.8,24076,1.4,90,0.758446001,19.16275238
160,2000,0.8,80,14104752,1758707443,1341806621,27.8,20224,1.4,90,0.762950442,19.26387769
160,2000,0.8,85,13803001,1758684438,1334898359,27.8,16212,1.4,90,0.759032337,19.24158329
160,2000,0.8,90,14304226,1759796782,1346728517,27.8,1308,1.4,90,0.76527502,18.87383088
160,2000,1,70,14132236,1759356991,1337275861,27.8,44468,1.4,90,0.760093527,17.06732772
160,2000,1,75,14017534,1759009477,1340697804,27.8,16980,1.4,90,0.762189074,16.42194047
160,2000,1,80,13616933,1759772621,1328427025,27.8,18788,1.4,90,0.754885608,16.09602115
160,2000,1,85,13693163,1758062165,1335731736,27.8,15440,1.4,90,0.759775031,16.20439755
160,2000,1,90,13491052,1757676261,1328681569,27.8,1036,1.4,90,0.75593077,15.48471342
160,2000,1.2,70,13684171,1757285283,1336007098,27.8,37804,1.4,90,0.760267619,15.81954279
160,2000,1.2,75,13527973,1757461185,1336182307,27.8,18700,1.4,90,0.760291219,14.99245114
160,2000,1.2,80,13505274,1757857190,1335359041,27.8,12096,1.4,90,0.759651608,14.58341869
160,2000,1.2,85,14103578,1757756536,1338595204,27.8,6412,1.4,90,0.761536184,14.28512915
160,2000,1.2,90,13827016,1758192540,1334967507,27.8,1036,1.4,90,0.759284024,13.7954208
160,2000,1.4,70,14188827,1758418245,1346910975,27.8,34456,1.4,90,0.765978731,14.93509572
160,2000,1.4,75,13611949,1758431108,1330009588,27.8,39096,1.4,90,0.756361499,13.17207902
160,2000,1.4,80,13044521,1756679407,1334470855,27.8,11532,1.4,90,0.759655319,13.40751966
160,2000,1.4,85,13059989,1766857419,1333148183,27.8,11888,1.4,90,0.75453071,13.59578784
160,2000,1.4,90,13296315,1756499816,1329632868,27.8,0,1.4,90,0.756978655,12.44940687
160,2000,1.6,70,12923675,1756453213,1323626291,27.8,41996,1.4,90,0.75357902,13.64882688
160,2000,1.6,75,13373046,1758168480,1340413516,27.8,29696,1.4,90,0.762391961,12.73994408
160,2000,1.6,80,12980068,1758235332,1334061918,27.8,25472,1.4,90,0.758750489,13.33801032
160,2000,1.6,85,13304567,1755214411,1328509142,27.8,5900,1.4,90,0.756892795,12.54605634
160,2000,1.6,90,13224918,1757311910,1332369346,27.8,0,1.4,90,0.758186033,12.06353565
160,2400,0.2,70,16888877,1773775290,1414725337,27.8,36272,1.4,90,0.79757867,53.77318991
160,2400,0.2,75,16958713,1774005021,1417147914,27.8,22380,1.4,90,0.798840983,52.73283948
160,2400,0.2,80,17151010,1774224599,1413019656,27.8,12604,1.4,90,0.796415322,52.35673786
160,2400,0.2,85,16903993,1776062786,1419345815,27.8,29064,1.4,90,0.79915295,52.80395553
160,2400,0.2,90,16989689,1775575378,1417633653,27.8,0,1.4,90,0.798408038,51.93139085
160,2400,0.4,70,14430668,1764878427,1372833326,27.8,37276,1.4,90,0.777862829,29.91327428
160,2400,0.4,75,14667293,1763754654,1366234837,27.8,22384,1.4,90,0.774617282,28.66594541
160,2400,0.4,80,14757355,1761397846,1375196294,27.8,10764,1.4,90,0.780741442,28.4002207
160,2400,0.4,85,14722991,1765168993,1368043949,27.8,27776,1.4,90,0.775021516,29.17222043
160,2400,0.4,90,14702529,1761947762,1371961747,27.8,0,1.4,90,0.778661988,27.74506155
160,2400,0.6,70,14105556,1761229694,1357186899,27.8,54516,1.4,90,0.770590516,21.52043677
160,2400,0.6,75,14151971,1759898633,1358930601,27.8,37808,1.4,90,0.772164132,20.76846923
160,2400,0.6,80,13795417,1761053769,1346301673,27.8,28672,1.4,90,0.76448641,20.70915233
160,2400,0.6,85,13715658,1758450176,1356433257,27.8,17420,1.4,90,0.771379977,20.30844606
160,2400,0.6,90,13707373,1758101069,1350646373,27.8,0,1.4,90,0.768241597,19.70277216
160,2400,0.8,70,13361432,1759586024,1350562173,27.8,38668,1.4,90,0.767545408,17.37343879
160,2400,0.8,75,13581976,1759036131,1345788152,27.8,24428,1.4,90,0.765071353,16.73669007
160,2400,0.8,80,13301120,1759053862,1347604749,27.8,10508,1.4,90,0.766096353,16.49606532
160,2400,0.8,85,12997337,1760111134,1343731630,27.8,18260,1.4,90,0.763435674,16.69108658
160,2400,0.8,90,13423734,1756242639,1345189535,27.8,0,1.4,90,0.76594743,15.74892208
160,2400,1,70,13184674,1757747137,1343394446,27.8,41228,1.4,90,0.764270593,14.5712479
160,2400,1,75,13186635,1754845452,1343241178,27.8,40448,1.4,90,0.765446995,13.99624914
160,2400,1,80,13693676,1755842724,1350402390,27.8,10508,1.4,90,0.769090746,13.83659946
160,2400,1,85,13294191,1758315182,1340863614,27.8,18536,1.4,90,0.762584335,14.09349983
160,2400,1,90,13201001,1756239504,1346047929,27.8,0,1.4,90,0.766437565,13.61455543
160,2400,1.2,70,13186697,1759120283,1342964614,27.8,44228,1.4,90,0.763429668,13.65779819
160,2400,1.2,75,12971083,1756362955,1337647560,27.8,21352,1.4,90,0.761600873,12.78969013
160,2400,1.2,80,13406764,1756729256,1344051298,27.8,31908,1.4,90,0.765087331,13.65416118
160,2400,1.2,85,12721504,1758331570,1336255098,27.8,5132,1.4,90,0.759956268,12.50190844
160,2400,1.2,90,12939380,1754404068,1330953923,27.8,0,1.4,90,0.758635908,11.94255246
160,2400,1.4,70,13167307,1756946785,1340544001,27.8,44752,1.4,90,0.76299636,12.38788614
160,2400,1.4,75,13113046,1757380831,1339656288,27.8,32404,1.4,90,0.762302777,11.64110916
160,2400,1.4,80,13342799,1756785106,1346673978,27.8,15628,1.4,90,0.766555894,11.58495086
160,2400,1.4,85,13040993,1756222831,1340087682,27.8,16004,1.4,90,0.763051054,11.94277873
160,2400,1.4,90,13233924,1757314714,1336412436,27.8,0,1.4,90,0.760485544,10.99494347
160,2400,1.6,70,13001040,1756560043,1335371069,27.8,55032,1.4,90,0.760219427,12.74433702
160,2400,1.6,75,12882541,1758934625,1335792790,27.8,23660,1.4,90,0.759432881,11.98885454
160,2400,1.6,80,12848561,1755736492,1330114821,27.8,18188,1.4,90,0.757582261,11.1123613
160,2400,1.6,85,12546685,1754988851,1334323694,27.8,5644,1.4,90,0.760303231,10.93399365
160,2400,1.6,90,12721390,1755629241,1338682754,27.8,0,1.4,90,0.762508805,10.50229981
160,2800,0.2,70,16625667,1771061525,1421383574,27.8,54252,1.4,90,0.802560246,46.91383882
160,2800,0.2,75,16952583,1768272423,1420412448,27.8,21600,1.4,90,0.803276933,46.1440618
160,2800,0.2,80,16885178,1771708171,1428841895,27.8,30376,1.4,90,0.806477002,46.38221087
160,2800,0.2,85,16335986,1770461680,1415858170,27.8,5388,1.4,90,0.799711276,45.60312684
160,2800,0.2,90,16664944,1770948929,1433041843,27.8,0,1.4,90,0.809194336,45.18494147
160,2800,0.4,70,14330227,1761516938,1380029259,27.8,34972,1.4,90,0.783432296,26.17452157
160,2800,0.4,75,14475434,1760245642,1375605961,27.8,17228,1.4,90,0.781485225,24.97750008
160,2800,0.4,80,14856169,1761209301,1373585839,27.8,16652,1.4,90,0.779910621,24.70901519
160,2800,0.4,85,14926137,1764218267,1380440275,27.8,5900,1.4,90,0.782465696,25.01626554
160,2800,0.4,90,15028023,1761413659,1380712041,27.8,0,1.4,90,0.783865865,24.27701752
160,2800,0.6,70,13911308,1758964556,1364519979,27.8,40716,1.4,90,0.775751833,19.83100075
160,2800,0.6,75,13686846,1759189970,1364928425,27.8,35228,1.4,90,0.775884611,18.34738613
160,2800,0.6,80,13678499,1760554271,1365000410,27.8,23924,1.4,90,0.775324244,17.84163309
160,2800,0.6,85,13761909,1760298443,1360025028,27.8,20324,1.4,90,0.772610482,17.9792933
160,2800,0.6,90,14154957,1759380934,1362470649,27.8,0,1.4,90,0.774403441,17.45601614
160,2800,0.8,70,13693456,1757259475,1354682801,27.8,50664,1.4,90,0.770906528,15.56980302
160,2800,0.8,75,13495391,1756585087,1357947846,27.8,23932,1.4,90,0.77306124,14.88177393
160,2800,0.8,80,13547294,1757048264,1354233803,27.8,10240,1.4,90,0.770743656,14.43098849
160,2800,0.8,85,13244769,1755160353,1357147110,27.8,5644,1.4,90,0.773232547,14.48654191
160,2800,0.8,90,13616666,1756080082,1356951529,27.8,0,1.4,90,0.772716201,13.9833266
160,2800,1,70,13554128,1757050065,1353583241,27.8,44468,1.4,90,0.770372608,13.74593208
160,2800,1,75,13598375,1757016007,1358748539,27.8,22640,1.4,90,0.773327354,12.74796241
160,2800,1,80,13115787,1754618594,1355362351,27.8,19724,1.4,90,0.772454114,12.39276094
160,2800,1,85,13418312,1757518677,1350905989,27.8,20328,1.4,90,0.768643888,12.48289999
160,2800,1,90,12809075,1758638897,1352852318,27.8,0,1.4,90,0.769261001,12.02334724
160,2800,1.2,70,13366726,1755777690,1348632302,27.8,54260,1.4,90,0.768111082,13.25179752
160,2800,1.2,75,12898957,1755341423,1343455563,27.8,25868,1.4,90,0.765352851,11.95339444
160,2800,1.2,80,12805412,1755532418,1351565290,27.8,25612,1.4,90,0.76988911,11.68738662
160,2800,1.2,85,12740114,1755941974,1349910611,27.8,5900,1.4,90,0.768767209,11.24112634
160,2800,1.2,90,12993540,1759936163,1347249883,27.8,0,1.4,90,0.765510654,10.85625254
160,2800,1.4,70,13184614,1756905319,1344178485,27.8,54772,1.4,90,0.765083053,11.77354665
160,2800,1.4,75,12993890,1756335023,1347841746,27.8,17676,1.4,90,0.767417223,10.89613765
160,2800,1.4,80,13319319,1754367598,1350523567,27.8,19212,1.4,90,0.769806492,10.6957258
160,2800,1.4,85,13258146,1756087182,1349461879,27.8,23820,1.4,90,0.768448112,10.44383817
160,2800,1.4,90,12940449,1755334639,1349761022,27.8,0,1.4,90,0.768947978,9.843271458
160,2800,1.6,70,13279680,1755589734,1358791569,27.8,39084,1.4,90,0.773980129,11.951589
160,2800,1.6,75,13312525,1756324854,1349425864,27.8,16472,1.4,90,0.768323617,10.94118751
160,2800,1.6,80,13083261,1754504166,1347360753,27.8,19212,1.4,90,0.767943889,10.23814326
160,2800,1.6,85,12465305,1755743508,1346907219,27.8,5388,1.4,90,0.7671435,10.05573648
160,2800,1.6,90,12975715,1754350466,1338515687,27.8,0,1.4,90,0.76296938,9.497617544
160,3200,0.2,70,16492571,1768524129,1426779483,27.8,38820,1.4,90,0.806762803,41.80218622
160,3200,0.2,75,16181312,1771591825,1435239636,27.8,16384,1.4,90,0.810141262,40.88073954
160,3200,0.2,80,17087554,1769740536,1470631080,27.8,11020,1.4,90,0.830986831,41.05275301
160,3200,0.2,85,16173169,1767603467,1427659782,27.8,5900,1.4,90,0.807681026,40.91345796
160,3200,0.2,90,16461855,1768137040,1434711673,27.8,0,1.4,90,0.811425608,40.23149245
160,3200,0.4,70,14177398,1761446764,1393487686,27.8,39592,1.4,90,0.79110406,22.78967139
160,3200,0.4,75,14574842,1761951447,1408581856,27.8,31112,1.4,90,0.799444195,22.49475618
160,3200,0.4,80,14184816,1762788107,1390395001,27.8,29196,1.4,90,0.788747664,22.1739378
160,3200,0.4,85,14179756,1760457134,1391136218,27.8,5388,1.4,90,0.79021306,22.34069911
160,3200,0.4,90,14472535,1761474466,1393270043,27.8,0,1.4,90,0.790968061,21.75587261
160,3200,0.6,70,13727051,1758603179,1381923778,27.8,34708,1.4,90,0.78580762,17.17536657
160,3200,0.6,75,13835765,1759018816,1376989598,27.8,16988,1.4,90,0.782816867,16.63443581
160,3200,0.6,80,13528724,1756585829,1377936805,27.8,25600,1.4,90,0.784440351,16.68097381
160,3200,0.6,85,13200217,1757589656,1372667469,27.8,5132,1.4,90,0.780994281,16.47676634
160,3200,0.6,90,13401156,1758156465,1368096692,27.8,0,1.4,90,0.778142742,15.89445283
160,3200,0.8,70,13393883,1760579903,1371344665,27.8,46548,1.4,90,0.77891646,14.88641561
160,3200,0.8,75,13324604,1756588771,1367449528,27.8,21516,1.4,90,0.778468786,14.15537933
160,3200,0.8,80,13483930,1755969367,1369587342,27.8,24076,1.4,90,0.77996084,13.35610801
160,3200,0.8,85,13591056,1756416276,1371083864,27.8,5132,1.4,90,0.780614415,13.15093517
160,3200,0.8,90,13364118,1755864557,1370529588,27.8,0,1.4,90,0.780544025,12.82568349
160,3200,1,70,13322708,1756334626,1374221753,27.8,42188,1.4,90,0.782437317,12.57930575
160,3200,1,75,13201548,1754430867,1363503333,27.8,40892,1.4,90,0.777177009,11.9827297
160,3200,1,80,13485429,1755080172,1380615399,27.8,22284,1.4,90,0.786639506,12.16556346
160,3200,1,85,13539693,1756595416,1368556834,27.8,23412,1.4,90,0.779096212,11.49740234
160,3200,1,90,12705345,1756672508,1362325789,27.8,0,1.4,90,0.775514948,10.98178421
160,3200,1.2,70,13485703,1757603875,1385214766,27.8,51712,1.4,90,0.788126827,12.16591169
160,3200,1.2,75,13326238,1756228472,1368813501,27.8,35224,1.4,90,0.779405142,10.97074042
160,3200,1.2,80,12839261,1755772751,1369306322,27.8,11776,1.4,90,0.779888127,10.86988919
160,3200,1.2,85,12916250,1755298994,1359276427,27.8,5388,1.4,90,0.774384553,10.30836259
160,3200,1.2,90,13021374,1757124762,1362116187,27.8,0,1.4,90,0.775196057,9.835922329
160,3200,1.4,70,13297742,1755754025,1367083714,27.8,40716,1.4,90,0.778630545,11.02044045
160,3200,1.4,75,13066852,1754288201,1364849906,27.8,34728,1.4,90,0.778007801,10.32576101
160,3200,1.4,80,12807499,1756912635,1356639225,27.8,27056,1.4,90,0.772172274,9.759372233
160,3200,1.4,85,12734956,1757158186,1355027848,27.8,5644,1.4,90,0.771147333,9.944416442
160,3200,1.4,90,12939681,1756106263,1360999765,27.8,0,1.4,90,0.775009915,9.129776037
160,3200,1.6,70,13027304,1756476168,1366488705,27.8,43008,1.4,90,0.777971674,10.25423615
160,3200,1.6,75,13174331,1753121434,1370049386,27.8,29320,1.4,90,0.781491435,10.03691044
160,3200,1.6,80,12781830,1753411218,1360339635,27.8,25356,1.4,90,0.775824645,9.584823817
160,3200,1.6,85,13189704,1755713625,1361647101,27.8,5644,1.4,90,0.775551936,9.433148018
160,3200,1.6,90,13122889,1755440994,1362273049,27.8,0,1.4,90,0.77602896,8.825712687
160,3600,0.2,70,15799629,1767674837,1446989777,27.8,34708,1.4,90,0.818583682,38.05974019
160,3600,0.2,75,15900612,1765811584,1451324426,27.8,38064,1.4,90,0.8219022,37.35173216
160,3600,0.2,80,15523490,1768313644,1452601760,27.8,25856,1.4,90,0.821461603,36.8267804
160,3600,0.2,85,15449597,1764408832,1440810844,27.8,17664,1.4,90,0.816596935,37.22798423
160,3600,0.2,90,15686955,1765914698,1442721265,27.8,0,1.4,90,0.816982421,36.3624266
160,3600,0.4,70,13975628,1760287970,1401795447,27.8,47348,1.4,90,0.796344388,21.20865317
160,3600,0.4,75,14265793,1759891692,1401563801,27.8,35752,1.4,90,0.796392078,21.11469954
160,3600,0.4,80,14099643,1761994336,1403549912,27.8,22272,1.4,90,0.796568912,21.00916752
160,3600,0.4,85,13917177,1759734376,1399450657,27.8,16764,1.4,90,0.795262442,20.95748438
160,3600,0.4,90,13956743,1758567336,1404169668,27.8,0,1.4,90,0.798473643,19.950136
160,3600,0.6,70,13754949,1758165309,1394366438,27.8,35852,1.4,90,0.793080395,16.08547149
160,3600,0.6,75,13034783,1756828075,1389771762,27.8,19284,1.4,90,0.791068734,15.46151559
160,3600,0.6,80,13513681,1757675942,1392149516,27.8,25204,1.4,90,0.792039922,15.42376593
160,3600,0.6,85,13496284,1756381498,1395594428,27.8,6668,1.4,90,0.79458502,15.13110752
160,3600,0.6,90,13207065,1757762886,1400340046,27.8,0,1.4,90,0.796660378,14.60699894
160,3600,0.8,70,13141079,1755635772,1387897308,27.8,43984,1.4,90,0.790538294,13.99314875
160,3600,0.8,75,13297242,1756781202,1388518304,27.8,17228,1.4,90,0.790376344,12.51659499
160,3600,0.8,80,12874083,1755488461,1384028172,27.8,22900,1.4,90,0.788400609,12.14879198
160,3600,0.8,85,12806336,1756293880,1381162224,27.8,5644,1.4,90,0.786407241,12.4414744
160,3600,0.8,90,13042866,1757279215,1385945055,27.8,0,1.4,90,0.788688014,11.7358543
160,3600,1,70,13313809,1756128309,1388112733,27.8,45004,1.4,90,0.790439244,12.01484108
160,3600,1,75,12646034,1756381626,1383562802,27.8,30988,1.4,90,0.787734728,11.07468936
160,3600,1,80,12448716,1754795408,1376039774,27.8,11020,1.4,90,0.784159662,10.7672808
160,3600,1,85,13026144,1755289303,1380578224,27.8,6700,1.4,90,0.786524604,11.27585559
160,3600,1,90,13425351,1757137493,1390553837,27.8,0,1.4,90,0.791374518,10.22198165
160,3600,1.2,70,12681024,1754862479,1375176669,27.8,44004,1.4,90,0.783637855,10.83187519
160,3600,1.2,75,12999473,1755426620,1383612789,27.8,35752,1.4,90,0.788191755,10.19505865
160,3600,1.2,80,12877814,1755175860,1381223478,27.8,26636,1.4,90,0.786943069,9.935515886
160,3600,1.2,85,12395909,1753748928,1373844147,27.8,13648,1.4,90,0.783375616,9.961922842
160,3600,1.2,90,12728762,1757908300,1377426423,27.8,0,1.4,90,0.783559884,9.197142877
160,3600,1.4,70,13029544,1755634561,1381143033,27.8,37540,1.4,90,0.786691641,10.83987682
160,3600,1.4,75,12644629,1754701789,1372124299,27.8,34984,1.4,90,0.78197008,9.52411239
160,3600,1.4,80,12884801,1756817481,1378608206,27.8,24588,1.4,90,0.784719085,9.176326958
160,3600,1.4,85,12892451,1754283886,1377687446,27.8,5388,1.4,90,0.785327538,8.92039138
160,3600,1.4,90,12857494,1754511819,1381292547,27.8,0,1.4,90,0.787280275,8.420919311
160,3600,1.6,70,12708565,1754841368,1386673636,27.8,49148,1.4,90,0.790198853,10.13335573
160,3600,1.6,75,12843500,1753200853,1378566987,27.8,38828,1.4,90,0.786314349,9.399117413
160,3600,1.6,80,12832204,1755126904,1373414120,27.8,21868,1.4,90,0.782515564,9.536599868
160,3600,1.6,85,13009869,1754202980,1384344828,27.8,25612,1.4,90,0.789158862,8.670448979
160,3600,1.6,90,12803101,1755028767,1374865807,27.8,0,1.4,90,0.783386479,8.350787849
200,1200,0.2,70,24401267,1809841399,1511024832,27.8,34192,1.4,90,0.834893507,122.7279552
200,1200,0.2,75,24702087,1807454590,1483658984,27.8,15944,1.4,90,0.820855468,121.4578101
200,1200,0.2,80,25232114,1810324636,1498826152,27.8,10764,1.4,90,0.827932252,121.9764583
200,1200,0.2,85,24318785,1808432646,1490879226,27.8,5388,1.4,90,0.824404066,121.814077
200,1200,0.2,90,24722817,1809451701,1484172977,27.8,0,1.4,90,0.820233542,120.6288632
200,1200,0.4,70,18977125,1783248316,1403958747,27.8,39076,1.4,90,0.78730412,64.48860407
200,1200,0.4,75,18311901,1783228500,1393821229,27.8,21648,1.4,90,0.781627946,63.74432792
200,1200,0.4,80,18850089,1785974459,1394380433,27.8,17232,1.4,90,0.780739291,63.33650038
200,1200,0.4,85,18597162,1782051735,1392908407,27.8,12620,1.4,90,0.781631857,63.08920045
200,1200,0.4,90,18554163,1783113492,1393255717,27.8,0,1.4,90,0.781361211,62.46534421
200,1200,0.6,70,16469580,1774112020,1367342909,27.8,36352,1.4,90,0.770719601,44.92181062
200,1200,0.6,75,16523461,1773792618,1365501939,27.8,26368,1.4,90,0.769820511,44.17944646
200,1200,0.6,80,16295869,1774503382,1361765411,27.8,11020,1.4,90,0.76740649,43.68280198
200,1200,0.6,85,16556644,1785479054,1379972606,27.8,28032,1.4,90,0.772886472,44.83805084
200,1200,0.6,90,16345154,1772577989,1364478052,27.8,0,1.4,90,0.769770391,43.16567528
200,1200,0.8,70,16010467,1770503996,1360865954,27.8,34712,1.4,90,0.768631959,35.65989324
200,1200,0.8,75,16097710,1775264539,1354135132,27.8,17752,1.4,90,0.76277935,34.61955662
200,1200,0.8,80,15440532,1770486528,1345166956,27.8,10804,1.4,90,0.759772489,34.54899967
200,1200,0.8,85,15538280,1771058798,1351077927,27.8,27780,1.4,90,0.762864524,34.64972279
200,1200,0.8,90,15081960,1770701284,1348390962,27.8,0,1.4,90,0.761501092,33.57106125
200,1200,1,70,15828380,1768976931,1346706688,27.8,36764,1.4,90,0.761291266,29.91013725
200,1200,1,75,14868917,1769563211,1342395945,27.8,19028,1.4,90,0.758602991,29.10414802
200,1200,1,80,14814226,1772339305,1350028729,27.8,14412,1.4,90,0.761721373,28.57178803
200,1200,1,85,14804895,1769596035,1340230780,27.8,9332,1.4,90,0.757365384,28.60176737
200,1200,1,90,15255285,1767363719,1339301612,27.8,0,1.4,90,0.757796258,27.83601553
200,1200,1.2,70,14879588,1766632392,1337577176,27.8,38052,1.4,90,0.757133845,26.17758942
200,1200,1.2,75,14976290,1766264317,1330617401,27.8,24944,1.4,90,0.753351233,25.29076321
200,1200,1.2,80,14280838,1766685765,1333237497,27.8,18796,1.4,90,0.754654576,24.94088075
200,1200,1.2,85,14769920,1769121634,1336099340,27.8,14860,1.4,90,0.75523317,25.0420139
200,1200,1.2,90,14622672,1763823899,1332696992,27.8,0,1.4,90,0.75557259,24.18421158
200,1200,1.4,70,14618081,1766147136,1330158136,27.8,34720,1.4,90,0.753141179,23.69602229
200,1200,1.4,75,14715465,1765709134,1331732236,27.8,16640,1.4,90,0.754219486,22.43659816
200,1200,1.4,80,14392822,1766347107,1330657153,27.8,21260,1.4,90,0.753338428,22.80690743
200,1200,1.4,85,14564557,1765835128,1334766436,27.8,5644,1.4,90,0.755883952,22.67229043
200,1200,1.4,90,14243058,1766166468,1334659677,27.8,0,1.4,90,0.755681699,21.77987912
200,1200,1.6,70,14278521,1765037994,1328938520,27.8,38068,1.4,90,0.752923464,23.59390956
200,1200,1.6,75,14600090,1766213219,1329987139,27.8,18000,1.4,90,0.753016184,21.66856682
200,1200,1.6,80,14999610,1763987798,1332809089,27.8,10508,1.4,90,0.755565934,21.4345333
200,1200,1.6,85,14604087,1763455278,1328532015,27.8,5644,1.4,90,0.753368703,21.2946086
200,1200,1.6,90,14543045,1765408802,1334552881,27.8,0,1.4,90,0.755945523,20.67817337
200,1600,0.2,70,21745536,1796711104,1457693686,27.8,36764,1.4,90,0.811312226,94.27140654
200,1600,0.2,75,21922605,1793677872,1474380721,27.8,16208,1.4,90,0.821987462,92.46635421
200,1600,0.2,80,21248494,1793357051,1462469354,27.8,15704,1.4,90,0.815492572,92.1174474
200,1600,0.2,85,21643213,1794102907,1457487400,27.8,24440,1.4,90,0.812376701,92.47915409
200,1600,0.2,90,21695991,1797200587,1458348798,27.8,0,1.4,90,0.811455777,91.38036655
200,1600,0.4,70,16855628,1774868368,1379685931,27.8,34964,1.4,90,0.777345496,49.07576152
200,1600,0.4,75,18135043,1777759978,1404428654,27.8,22796,1.4,90,0.789999028,48.89774448
200,1600,0.4,80,16791369,1776236326,1377044251,27.8,21356,1.4,90,0.775259593,48.36459146
200,1600,0.4,85,17056361,1774695573,1378704514,27.8,13960,1.4,90,0.776868177,49.05668404
200,1600,0.4,90,16666590,1774673603,1377529588,27.8,0,1.4,90,0.776215742,47.54375188
200,1600,0.6,70,15944813,1771267814,1361734078,27.8,43716,1.4,90,0.768790618,35.80244359
200,1600,0.6,75,15450945,1769215048,1361093159,27.8,31376,1.4,90,0.769320361,34.27498197
200,1600,0.6,80,15428229,1771254349,1354576509,27.8,33036,1.4,90,0.764755502,34.0387471
200,1600,0.6,85,15848781,1768466560,1360605920,27.8,14980,1.4,90,0.769370454,34.28836684
200,1600,0.6,90,15801881,1768850004,1358433732,27.8,0,1.4,90,0.76797565,33.36748954
200,1600,0.8,70,14725115,1767624321,1339988424,27.8,36768,1.4,90,0.758073086,27.55057853
200,1600,0.8,75,14507473,1767687736,1345315801,27.8,29964,1.4,90,0.761059645,26.63426393
200,1600,0.8,80,14952941,1766653081,1341977356,27.8,22136,1.4,90,0.759615666,27.18090781
200,1600,0.8,85,15094776,1765028544,1342322843,27.8,13908,1.4,90,0.760510558,27.03680998
200,1600,0.8,90,14670764,1766495368,1343595310,27.8,0,1.4,90,0.760599396,25.91151081
200,1600,1,70,14731470,1765711454,1343398313,27.8,38052,1.4,90,0.760825507,24.51243283
200,1600,1,75,14223799,1764592621,1333325678,27.8,19816,1.4,90,0.755599713,22.45133864
200,1600,1,80,14417551,1765786957,1342290114,27.8,28172,1.4,90,0.76016538,22.82303513
200,1600,1,85,14773014,1766534206,1342265103,27.8,19844,1.4,90,0.75982967,22.93333442
200,1600,1,90,14437616,1763625924,1343890334,27.8,0,1.4,90,0.762004185,21.78810923
200,1600,1.2,70,14120323,1764862463,1330779413,27.8,43532,1.4,90,0.754041429,21.07185647
200,1600,1.2,75,14325513,1764465455,1338077090,27.8,27784,1.4,90,0.758347003,19.96023695
200,1600,1.2,80,13868633,1764762968,1331123680,27.8,10240,1.4,90,0.754279019,19.90438846
200,1600,1.2,85,14437635,1763864675,1334429533,27.8,17032,1.4,90,0.756537365,19.71323334
200,1600,1.2,90,13847090,1763532612,1338899293,27.8,0,1.4,90,0.759214365,18.94401624
200,1600,1.4,70,13648510,1764136264,1331926738,27.8,36768,1.4,90,0.755002187,19.77207891
